[[-0.8322070187205292, -0.34346069973506854], 0]
[[-0.48511851581713394, -0.6717943768247459], 0]
[[0.9170607094643615, 0.5706564415743324], 0]
[[1.1916758365799174, -0.024197130564873395], 0]
[[0.7643362804828141, 0.6054321057759247], 0]
[[0.3117726579574727, -0.5222969177235373], 0]
[[0.23010241785077534, -0.32587378951956636], 0]
[[0.0025162816072995457, -0.1876744136022055], 0]
[[-0.13532915043816637, 0.3218294881997981], 0]
[[-0.35494185388987626, -0.25562585098242635], 0]
[[-0.8962418309801902, 0.19383821387428288], 0]
[[0.8185056122235412, 0.738210601361674], 0]
[[-0.2532524813174714, -0.16429969084950463], 0]
[[-0.8984767240360091, 0.09391069433519579], 0]
[[-1.186511049763864, 0.5901395423397697], 0]
[[0.3981657717432501, 0.21490217985417318], 0]
[[0.04158179354886656, -0.5198083575251035], 0]
[[0.22573818117142075, -0.33713906044890946], 0]
[[0.613184012207971, -0.2743225387913747], 0]
[[0.653304101189751, -0.7419200896410648], 0]
[[0.2242197567418095, -0.4294532045587774], 0]
[[0.818037039474637, 0.6094068552707663], 0]
[[-0.3560632780806498, -0.1692550215320015], 0]
[[0.03322599299685465, -0.7183263482183088], 0]
[[0.07432228347989024, 0.16314289648225996], 0]
[[-0.14401638159155297, 0.026397804404847864], 0]
[[0.5305240291270642, -0.8207364907027583], 0]
[[-0.04332112755714051, -1.082177689960393], 0]
[[0.1616848080069048, -0.16004134226614655], 0]
[[-0.8656441747775601, -0.8897230091322262], 0]
[[-0.18737577700865138, 0.9615511655627108], 0]
[[-0.7096078458843718, 0.6445291997781999], 0]
[[-0.048344500177320525, 0.838517306632562], 0]
[[0.18979298756518875, 0.1562988719498569], 0]
[[0.46099991551121006, -0.20776499594440126], 0]
[[-0.750893930368832, 0.2321059415558445], 0]
[[0.3886267674091373, 0.005132154048267272], 0]
[[0.5719644372524376, 0.3890865691711906], 0]
[[0.018544140852746763, -0.9138210189274064], 0]
[[-0.6093921654118649, 0.29934703955495146], 0]
[[-0.06296667461310657, -0.15557552353833948], 0]
[[0.5661227911791646, -0.13011139265207886], 0]
[[0.6493388153470051, 0.11048450252628711], 0]
[[0.22478997509363768, -0.2576024022153432], 0]
[[0.3897826674829961, 0.9394135232138979], 0]
[[0.9422018599995279, -0.691291426865042], 0]
[[0.01078932626996814, 0.8797701389666314], 0]
[[-0.08760917897506933, -0.6643505147732174], 0]
[[-0.067273699708415, -0.15035105205913035], 0]
[[1.0694037152721652, 0.15862204294076182], 0]
[[-0.1684616420155671, -0.2918923115624162], 0]
[[-0.3042010657541499, 0.27925178716093413], 0]
[[0.2945410429021087, -0.9608807649111274], 0]
[[0.0006644381640929072, -0.023453113487393835], 0]
[[-0.19457015563976787, -1.1425140976653507], 0]
[[0.02037318681307474, -0.12428534218730186], 0]
[[0.31765011013564276, 0.027604256387181163], 0]
[[-0.4824895262143792, 0.15181438505006978], 0]
[[0.7031326959543437, 0.09312091216292637], 0]
[[-0.2396555781857055, -0.392456462462487], 0]
[[0.11980296532306914, -0.23002419010305605], 0]
[[-0.008464596218780296, 0.2111530479858854], 0]
[[0.3705798060825364, 0.650944709397516], 0]
[[0.0661260885832439, -0.5041889787791987], 0]
[[-0.2802323703591889, -0.4212001167125791], 0]
[[0.5304493439202411, -0.4793610984531916], 0]
[[0.38762843428004684, -0.5748485365333729], 0]
[[-0.39703468108636447, 0.09224781028307226], 0]
[[-0.2224253004530112, -0.050599763047532983], 0]
[[0.8581546981518601, -1.148008247971128], 0]
[[0.2606569497246582, -0.3705592279808517], 0]
[[-0.4189175396381151, 0.876469805883478], 0]
[[0.25352523596515647, 0.010458094215214086], 0]
[[-0.03936235941988013, -0.11784507192201481], 0]
[[-0.7961490081699905, -0.020364617910524456], 0]
[[-0.7721792722912332, -0.25364967899577145], 0]
[[0.18435638363926438, -0.06577982612469022], 0]
[[-0.602342365784705, -0.978367060235708], 0]
[[-0.8945319066890948, -0.1392681442223268], 0]
[[0.2494031116855915, -1.0467575365926431], 0]
[[0.10991802835357105, 0.35321569597265284], 0]
[[0.8053213579415042, 0.6943530439232289], 0]
[[-0.49444654555831524, -0.7256969805256865], 0]
[[-0.7036194095477833, 0.4220558064503366], 0]
[[-0.2826264647494464, -0.5157728905785883], 0]
[[-0.5780455917232459, 0.01819778058495735], 0]
[[-0.08950908759211702, -0.1497560139451035], 0]
[[-0.11658116120572322, -0.3620111050399485], 0]
[[1.5467602688200333, 0.6838846069925764], 0]
[[0.36350117238856144, 0.09781439926235835], 0]
[[-0.04677601161915602, -0.6352144394596525], 0]
[[-0.10166170418063925, 0.6305995104236851], 0]
[[0.22571444840237026, -0.4870680515705469], 0]
[[0.13219805060557752, 0.24470340054411255], 0]
[[-0.9450535520550569, 0.2788093691186491], 0]
[[0.38719407006940604, -0.06681945881589109], 0]
[[-0.8993000025584268, -0.3541140375972927], 0]
[[0.5274450690718967, -0.17359257610288922], 0]
[[0.9578324224903062, 0.8743942297143228], 0]
[[0.9173528995356292, -0.7529248882718735], 0]
[[-0.36024444125250804, 1.1039524466351784], 0]
[[-0.0018287535941892278, 0.07867058764877946], 0]
[[0.9415801820116169, -0.6730513390826893], 0]
[[0.2010152667633515, 0.5179656097908557], 0]
[[0.9914481255953308, -0.14535072321011477], 0]
[[0.03365600319656933, 0.28362415193855794], 0]
[[0.01676071254235156, -0.7054483758483279], 0]
[[0.8462043761750698, -0.2735615800712133], 0]
[[-0.35525222830754966, 1.016199621827569], 0]
[[0.23221777573557353, 0.13837743312015757], 0]
[[0.15121700012498077, -0.3925734221682111], 0]
[[0.4271056173453248, 0.08113848965002658], 0]
[[1.4839073310462307, 0.6303041999376922], 0]
[[-0.019387128216768437, -0.017682284712208916], 0]
[[-0.18702987822913622, -0.013497496027544948], 0]
[[0.18794127683341627, 0.34276591186094124], 0]
[[0.07052755402799821, -0.47427795105485765], 0]
[[1.616948041458391, 0.9102341002445095], 0]
[[0.02211495256239962, 0.9511930614333324], 0]
[[0.6226189138882616, -0.02231736742656653], 0]
[[-0.6295686566476731, -0.3924546883756119], 0]
[[-0.3149771858976007, -0.03592130779973376], 0]
[[-0.8136900217868003, -0.4216572518743786], 0]
[[1.0113253589551412, 0.0444558484599013], 0]
[[0.018041262982377883, -0.2812123252809047], 0]
[[0.33591362123502305, -1.0816316108368782], 0]
[[-0.8142903432214839, -0.21756236212495708], 0]
[[-0.48883736467316147, 0.22278382531224977], 0]
[[-0.3326694767825886, -0.5322597726759544], 0]
[[-0.4150643949655009, 0.037774454944643765], 0]
[[-0.6136768312692877, 0.7617100491947439], 0]
[[-0.6638175926010125, 0.5122878997623537], 0]
[[-0.9017806252708181, 0.054441691677063524], 0]
[[0.06787641387908003, 0.25523917626685255], 0]
[[0.3571650956941233, -0.6067825504966043], 0]
[[0.23268051945179635, -0.5080571851302942], 0]
[[0.22366994476428692, -0.6938936709192698], 0]
[[0.6443089163372366, -0.2493941794502728], 0]
[[0.24740769667319373, -0.9546620956710441], 0]
[[0.005033548239102087, 0.3230895132137662], 0]
[[0.8559804859730117, -0.2889312008197725], 0]
[[0.6963646850476316, 0.4908022884903906], 0]
[[-0.45878300367776603, -0.14470241901027242], 0]
[[0.02195101228961513, 0.22189191889352433], 0]
[[-0.1704923631518198, 0.07171755328942708], 0]
[[-0.9941487923666581, -0.3096427761668819], 0]
[[-0.38407609332173764, 0.38339022724557204], 0]
[[0.1431039752772203, 0.3824795438705979], 0]
[[-0.3617510679697824, 0.05789377249298555], 0]
[[-0.31966458544877896, -0.3041207315067336], 0]
[[-0.5712486751732715, -0.22311483947428531], 0]
[[-0.91874062969168, -0.5102564159613693], 0]
[[0.5672679408754113, 0.6049919441696695], 0]
[[-0.30993581364330586, 0.7113125966281706], 0]
[[-0.14500888268882003, 0.2942732671407573], 0]
[[0.06067782554391984, 0.1338673539993702], 0]
[[0.5149219283276519, -0.2820514772876613], 0]
[[-0.226748460237729, 0.8673476713040841], 0]
[[-0.289194341828701, 0.7658531387586894], 0]
[[-0.006852265843031189, -0.1728868769786019], 0]
[[0.5789954489269186, 0.13731044638642395], 0]
[[-0.3059519519373033, 0.5356865973305254], 0]
[[-0.2691603447337516, 0.11685767935890076], 0]
[[-0.5566547205206838, -0.014166980853989644], 0]
[[-0.6500475917504938, 0.8239714897059608], 0]
[[-0.3355891194747038, -0.6052256348335486], 0]
[[-0.20080107046735635, -0.5469495106870819], 0]
[[0.068853318545819, -0.11945639182647087], 0]
[[0.29447129493797974, -0.24530734770228033], 0]
[[-0.2108533638047615, -0.31308588818546385], 0]
[[-0.6160771776640555, -0.6629409012612218], 0]
[[-0.578470102565563, -0.4990683913329691], 0]
[[0.18894922463016578, -0.39891049002949897], 0]
[[-1.0969147454047086, 0.12073692957355234], 0]
[[0.24695994375780544, 0.13635462453891647], 0]
[[0.43634568699001747, 0.13392996022995768], 0]
[[0.5011758101273133, 0.7154073494223268], 0]
[[0.5020467243839803, 0.5878575043883083], 0]
[[-0.3124339793339178, -0.002154723499010365], 0]
[[0.7384694268855444, -0.48140344372881344], 0]
[[-0.5279503878876842, 0.4176655547676782], 0]
[[-0.0669739290875603, -0.40461027454202314], 0]
[[0.023621960678542563, -0.42286364909988977], 0]
[[-0.086717053145454, 0.6704429788594961], 0]
[[0.19666544514895012, 0.1966747015876592], 0]
[[-0.3081839957963629, 0.4692648315652914], 0]
[[0.42682141240916316, -0.0592807727280151], 0]
[[0.09342152042089417, -0.5201906018069021], 0]
[[0.5940090062658363, -0.1486416706985004], 0]
[[0.6462446715846629, -0.6256748059107717], 0]
[[-0.08158140146779035, 1.5679034770215097], 0]
[[-0.5574913504297148, -0.8170999517058584], 0]
[[0.4853940006295147, 0.1265240212804977], 0]
[[-0.5396534216726488, 0.27079042649620194], 0]
[[-0.2564196278464798, -0.3248788996036735], 0]
[[-0.44648673645941833, -0.14280439031534742], 0]
[[-0.619082861126895, 0.1947211704764301], 0]
[[0.4671968486319374, -0.09124547407767858], 0]
[[-0.5499712294428802, 0.5058034952180381], 0]
[[0.6882808647986899, -0.5725513241045457], 0]
[[-0.5081486602269034, 0.08348202584877701], 0]
[[-0.1760125981295526, -0.4442477844642512], 0]
[[0.20304022759651333, 0.4608468920679713], 0]
[[-0.5396816583824467, 0.6672279845324087], 0]
[[-0.16015798221448688, 0.09875690465937248], 0]
[[0.6826292117650492, -0.016032561476859206], 0]
[[-0.41777502151306395, 0.3789813190468487], 0]
[[-0.14025825692129812, 0.18004039851732342], 0]
[[-0.032404477395592, -1.1484284357719217], 0]
[[-0.5234934951373931, -0.05453329933558544], 0]
[[-0.38038818428994325, 0.4987745704228758], 0]
[[-1.2194370422582934, 0.1496668429856824], 0]
[[-0.49715521507016713, -0.14228707691443496], 0]
[[-0.3829394987164787, 0.4831249842831432], 0]
[[0.5127431753134489, 0.17130666437757244], 0]
[[-0.04025553872031522, -0.7805858904584687], 0]
[[0.8357946847013336, -0.3206059867948088], 0]
[[0.3441199319229205, -0.5593604689003808], 0]
[[-0.39692777936698387, 0.01359403911535572], 0]
[[-0.3655904240006274, -0.7038849645665725], 0]
[[0.9429667066264849, 0.26846655281606535], 0]
[[-0.22760458345891302, -0.17245207398330606], 0]
[[-0.7337944082103027, -0.1575250206223874], 0]
[[0.6435610086564787, 0.046891348908528134], 0]
[[0.10321407635460836, -0.36487917851734025], 0]
[[0.8554870670313962, -0.5404011762335905], 0]
[[0.31578438330410075, 0.9969967825769601], 0]
[[0.591097170841543, -0.9167844433355332], 0]
[[-0.40102861574784854, 0.32473038695343603], 0]
[[0.41257203999408404, -0.08790261726174788], 0]
[[0.5631233691236216, -0.12815670564595227], 0]
[[-0.37293408128812067, 0.34869310560692673], 0]
[[-0.23778262486803123, 0.2161891717868137], 0]
[[0.5926221752892851, -0.23657017617685602], 0]
[[-0.08233534502744609, 0.6475890889653234], 0]
[[-0.23425119185705692, -0.2556018481605999], 0]
[[-0.14119200131762252, 0.615842076783018], 0]
[[0.11326199567742543, 0.268492606091627], 0]
[[0.06053519459509289, 0.4697259326950681], 0]
[[-0.5504628608900742, -0.2590973478300723], 0]
[[-0.26381781956900335, -0.11576373661598949], 0]
[[0.4079743539093875, 0.6206821495524816], 0]
[[-0.3869855323631668, 0.2800318172560243], 0]
[[0.3906764307350887, -0.9737274268275595], 0]
[[0.4504083339950445, 0.11744742504049926], 0]
[[-0.04035124335499928, -0.35887291713641045], 0]
[[-0.24991599012052387, 0.23622385579694435], 0]
[[-0.5242980871472666, 0.21195787328041285], 0]
[[-1.0168075372601626, -0.5389246122844408], 0]
[[-0.676269157303636, 0.6568751532184629], 0]
[[0.5135145496895446, -0.708629862593723], 0]
[[0.3089074274767883, -0.6572896521564144], 0]
[[-0.18021031851686295, 0.010283397456898342], 0]
[[0.1453286612919571, 0.13870073394940222], 0]
[[0.3979211022121348, 0.582077201267611], 0]
[[0.00674209338403484, 0.5673247044457445], 0]
[[0.5816350208984662, -0.21516082659363073], 0]
[[-0.7827737114842692, -0.13152475524644994], 0]
[[0.941147409041482, 0.05871470084766042], 0]
[[0.33251796795280697, 0.4506859239895078], 0]
[[-0.8216290234683711, -0.19375982567666516], 0]
[[-0.44807216631874885, -0.6398839883393893], 0]
[[0.8212664629591488, 0.847818268633467], 0]
[[-0.529423053892238, 0.42324493843498495], 0]
[[-0.26167591511352367, -0.23221300725499158], 0]
[[-0.029536316257409184, -0.5964324673171087], 0]
[[-1.033055005330729, 0.5287378285121316], 0]
[[0.7650372250388763, 0.14457065789951257], 0]
[[0.3023308384624807, -0.5208272247074183], 0]
[[-0.28930602120606685, 0.35209866289680697], 0]
[[-1.1701612760995452, 0.12938465590276568], 0]
[[-0.29376846419089697, 0.896110478233499], 0]
[[0.7227897174344007, 0.21879219611229703], 0]
[[0.26044658916817404, -0.04362038813732468], 0]
[[0.33151319346268343, 0.005057042815612882], 0]
[[0.8829016470474954, 0.31176550035014056], 0]
[[-0.4235020225430826, -0.19901038465789825], 0]
[[0.8579747924757374, 0.2617995120647065], 0]
[[-0.7161348682059184, 0.012336425385182068], 0]
[[-0.3564592366153528, -0.06297185543907839], 0]
[[-0.01568157956499087, -0.3374552725033675], 0]
[[-0.28700491109473303, 0.7347501901317085], 0]
[[0.41740348256976634, -0.3095094040074788], 0]
[[0.1032435916594963, 0.2749031325958528], 0]
[[-0.2450205034736786, 0.8144972494010977], 0]
[[0.04811646032542453, -0.3818214398575803], 0]
[[0.5674195456411723, 0.3526813702598973], 0]
[[-0.07150309458979945, -0.08033095482238953], 0]
[[0.0660516875026573, -0.28616277100084225], 0]
[[0.20248044049727468, -0.40391163103873107], 0]
[[-0.0027455880844581846, 0.15311220913246976], 0]
[[0.7860830810354221, 0.20520976390847434], 0]
[[-0.10223516445386203, -0.5072552015277972], 0]
[[-0.4716973762309371, -0.03894587303372969], 0]
[[0.141383330375086, -0.440505118330131], 0]
[[0.3028391537071352, 0.30119898142658824], 0]
[[-0.3606537867415534, -0.07820067398546345], 0]
[[0.4932492510417955, 0.7414921271086942], 0]
[[0.11719302934138269, 0.16164868431418847], 0]
[[-0.2950242194215285, 0.638944048921943], 0]
[[0.022752936598479254, -0.5404393608542276], 0]
[[0.7567540667172656, 1.2215751104617691], 0]
[[-0.5784505386008689, 0.41801905819693974], 0]
[[0.31829747392592633, -0.872973955172384], 0]
[[-0.32646500267486045, 0.9489932710637519], 0]
[[-0.6737733045916021, 1.123253076040997], 0]
[[-0.1062788898709826, -0.28330701637174804], 0]
[[0.37376054128378605, 0.4376185980804068], 0]
[[-0.6094914092721638, 0.3197309452117124], 0]
[[0.10413946441075377, -0.6257828402774546], 0]
[[-0.15363906824765974, 0.039407885604822654], 0]
[[0.2354880338908346, -1.414577219187928], 0]
[[-0.44469024980595717, -0.3252361311653523], 0]
[[-0.6442492645436978, -0.034977775457774064], 0]
[[-0.02492405821074309, 0.05573825468213868], 0]
[[-0.26002720609029606, 0.47325481771758177], 0]
[[0.051496672552852646, -0.865245197685875], 0]
[[0.249569988474371, 0.692897365426713], 0]
[[-0.5990391882542918, -0.41685962457820946], 0]
[[0.4485737983208285, -0.30164957781440205], 0]
[[-0.9651571859061053, -0.3500517247936663], 0]
[[0.2698972511809077, 0.25132187898395036], 0]
[[-0.033514468830819065, -0.6691272791488854], 0]
[[-0.9103738324263325, 0.026245393904111194], 0]
[[0.4607139571577172, -0.11562305238388719], 0]
[[-0.572263062240231, 0.34761068820117086], 0]
[[0.4289156542487932, -0.27003465314030395], 0]
[[-0.3773429446636194, -0.320439370593656], 0]
[[0.6036920506461841, -0.07590029198537876], 0]
[[0.6293483702638095, 0.11895810693816451], 0]
[[-1.2724057360455625, -0.25591035589917], 0]
[[-0.4212308276359126, 0.5552959510359371], 0]
[[-0.7600913627347993, -0.43724242169873984], 0]
[[0.6058272323581539, -0.3336083403915699], 0]
[[-0.06291225202417282, 0.6470855724908106], 0]
[[-0.18993023072037724, -0.3212239069050733], 0]
[[0.7777031917724297, -0.3305929277099409], 0]
[[0.22865165479827132, -0.023542017433877845], 0]
[[0.2966980650698278, -0.13531746496369632], 0]
[[-0.856226483593852, 0.5023837340123255], 0]
[[-1.126195862980542, -0.18610260781416038], 0]
[[0.8847006932653094, 0.030001255084671417], 0]
[[0.0631528881908662, -0.37360979943424744], 0]
[[0.26808278973104355, 0.1211061121721484], 0]
[[0.2725435782818358, -0.04199683126286108], 0]
[[-0.07492461671907473, 0.008628767930317341], 0]
[[0.45447556512754167, -0.09956035122203365], 0]
[[-0.045991669076447236, -0.9874160884479931], 0]
[[1.2637236469650224, 0.11122912374154408], 0]
[[0.17828208933737347, 0.13861686911858878], 0]
[[-0.10172550187386167, -0.6434920964944078], 0]
[[-0.05323797056006208, -0.07864300469024468], 0]
[[0.009170989154635214, 0.29275395012066835], 0]
[[0.1664370453804953, 0.18959444925472904], 0]
[[-0.1255103385130763, 0.1701344879240674], 0]
[[0.25998587976912146, -0.19753583882202813], 0]
[[0.5118202754079705, -0.34561348808308673], 0]
[[0.6293049261269142, -0.8023626359327244], 0]
[[0.4221922612050533, -0.19344838227607358], 0]
[[0.6843141054022356, 0.7880118375632356], 0]
[[-0.30282333262920835, 0.48908320350326534], 0]
[[-0.7207882778759037, 1.218982137095568], 0]
[[-0.8768019556097851, -0.5946386218968168], 0]
[[0.25311814901606267, 0.01029325197060922], 0]
[[-0.8591976646875815, 0.48292554470955423], 0]
[[0.008684133701053764, -0.15059541078112249], 0]
[[0.21836083955405394, -0.1466361152102115], 0]
[[0.38607207062884247, 0.5299556986324558], 0]
[[-0.08580563709329661, -0.06851052139717333], 0]
[[0.0731626454625981, -0.061644006447926586], 0]
[[0.6874524485173091, -0.1858213035601389], 0]
[[0.9320737028211625, -0.6385736666469009], 0]
[[0.523107003637781, -0.16216692809948646], 0]
[[-0.5986278924262544, -0.23241922785946323], 0]
[[-0.4716460170456597, 0.10346235112060842], 0]
[[0.45641937162045654, 0.0892858956508818], 0]
[[-0.7730624764025036, 0.9972539347408668], 0]
[[-0.4665913664370954, -0.4535026633205252], 0]
[[0.8839560542107597, 0.22425774933656212], 0]
[[0.2590349867592203, -0.5681409495094335], 0]
[[0.4876749741539005, 0.06229246366571778], 0]
[[-0.01457800102238038, -0.4223872836467545], 0]
[[-0.19147682746774386, -0.08181207871933867], 0]
[[-1.0962519108547288, 0.03873155128787226], 0]
[[-0.311336971606945, 0.4629233634244448], 0]
[[-0.13814670971754545, 0.049841314635601174], 0]
[[-0.40986058198448233, -0.1598428711086195], 0]
[[-0.14910683237332598, 1.2304480358288892], 0]
[[-0.5351716187792382, -0.11363149312867307], 0]
[[-0.3360727427204179, 1.1901084698713695], 0]
[[-1.1661861428200253, -0.4190881582560529], 0]
[[-0.7661098121715176, 0.23707608417731843], 0]
[[-0.048857488075183746, -0.40498896326781475], 0]
[[-0.4663232773546392, -0.815253332558762], 0]
[[1.4541759580342017, 0.7597445447514776], 0]
[[-0.16614170685130367, 0.20909357072462817], 0]
[[0.16235389253159532, -1.0455435329868854], 0]
[[0.5959555501394839, -0.14707015513117938], 0]
[[-0.28266095955487824, -0.544905535517269], 0]
[[0.09293725533731775, 0.1383203492506294], 0]
[[-0.5862335895527775, 0.1298678339885243], 0]
[[0.18907604260733915, 0.4572895244604246], 0]
[[0.014062078000844311, -0.3733001786925204], 0]
[[-0.4734062140967298, -0.31654638605076857], 0]
[[0.27091559168585755, 0.4462193589942132], 0]
[[-0.2427317380256078, -0.40487031026536796], 0]
[[0.20630879936585741, -0.19231758484413472], 0]
[[-0.24619691642607186, 0.009959543707948167], 0]
[[-0.21172102801313245, -0.7639389766138525], 0]
[[0.5968781152060871, 0.4717021722939705], 0]
[[-0.053585949895784385, -0.37013568132106206], 0]
[[0.613333355895762, 0.26453489290703674], 0]
[[0.10573112449281556, -0.3170346840173846], 0]
[[-0.8307729417500758, -0.6516732560829177], 0]
[[-0.10988978635010517, -0.5415530956185469], 0]
[[-0.3507840987700294, 0.06172219195355184], 0]
[[0.002884541912522122, 0.02172199368706753], 0]
[[0.46926244854421684, -0.17359106391063925], 0]
[[-0.18834310301614987, 0.002469216277123296], 0]
[[0.2700252184813752, -0.37779891176747415], 0]
[[0.5194772247083229, 0.020243440696401355], 0]
[[-0.375617246053716, 0.2327130237199605], 0]
[[-0.2693185583698071, 0.12289235280495454], 0]
[[0.8746335204529097, 0.18181039141105254], 0]
[[-0.12004677911609613, 0.21544365240219443], 0]
[[0.142504978585377, -0.19541373191078007], 0]
[[0.20227831398693927, 0.010145865384050982], 0]
[[-0.34037477243576947, -0.4199080017562732], 0]
[[0.043405102120562124, 0.08346156699461249], 0]
[[-0.007653031256018833, 0.9897041250797509], 0]
[[-0.2827537582634914, -1.4329184395194714], 0]
[[0.11347879164352308, -0.20579464766635105], 0]
[[-0.4323500681674936, 0.6234664904873696], 0]
[[0.3303150510253932, -0.054482245942534036], 0]
[[0.10783911862743714, -0.5930586734535447], 0]
[[-0.05784491028357439, -0.7653083634194953], 0]
[[0.4604834833798413, -0.8074879454394812], 0]
[[0.006997157597307427, 0.22001732590860987], 0]
[[-0.39064401389466924, 0.25945777560441735], 0]
[[-0.5909044632195024, 1.1858981287416652], 0]
[[0.024234567545850436, -0.6878525288056648], 0]
[[-0.3460938946933535, -0.1548229612828869], 0]
[[-0.717942535843324, 0.19561076426801735], 0]
[[-0.21903615338548615, -0.012141886318996814], 0]
[[0.07162838032037389, -0.9156844567099546], 0]
[[0.07990321225875252, -0.0627227578068056], 0]
[[-0.7083963895972886, 0.2951406730946615], 0]
[[-0.5984879166007826, 0.253843551713648], 0]
[[-0.8918124219378025, -0.2973146063369645], 0]
[[-1.0590607026395693, -0.03159834172483872], 0]
[[0.43594203782094576, -0.47736482909590366], 0]
[[-0.16592419515000606, -0.11288775010132288], 0]
[[1.0121638487035707, 0.862916540247156], 0]
[[0.468323997487976, -0.458407372304338], 0]
[[0.17343067894751651, -0.3020544058130385], 0]
[[-0.06729973681554559, 0.05615983758184058], 0]
[[0.3755907505335582, -0.3137784652530564], 1]
[[0.5576147112315596, 0.9927371153388183], 1]
[[-0.3071919443686051, 0.4931296969343943], 1]
[[-0.15819588270560747, 1.1473241622864865], 1]
[[0.8467124547593694, -0.04548614172957299], 1]
[[0.7575934576937055, -0.13894969759764608], 1]
[[1.8331041303431066, 1.2092820572637955], 1]
[[-0.19764774838027166, -0.2918932319992871], 1]
[[-0.01000898689071339, 1.5956994549751928], 1]
[[1.2207560348915591, 0.2821120483214082], 1]
[[1.6007124802827917, 1.3087280705234952], 1]
[[0.00974539229177429, 1.274748864245196], 1]
[[1.7743485540889983, 0.48817706929135063], 1]
[[1.2962722802849629, 0.44844894308909755], 1]
[[1.36171071434543, 1.1483064872418223], 1]
[[0.4503936346669681, -0.18885278342005496], 1]
[[0.541704916012297, 0.37805719451874176], 1]
[[1.2720136814755687, 0.9218323088482046], 1]
[[0.9171637238345235, 0.9326191370030051], 1]
[[0.6870856032400525, -0.36615420448334435], 1]
[[1.7100165077607, 0.4824189620496425], 1]
[[0.0592399081595687, -0.058240629646092335], 1]
[[1.722081569684522, 0.2824689066899873], 1]
[[0.4077262481018029, -0.1685701711609353], 1]
[[-0.44934768663321467, 0.3418271615885485], 1]
[[0.23245397127871736, 0.7322774761936514], 1]
[[-0.04631255417595603, 0.9538343647919383], 1]
[[0.5933140838665534, 0.32497237519773037], 1]
[[1.02422674577776, -0.5088114816154423], 1]
[[-0.41377170576263, -0.10180607001674769], 1]
[[-1.0500683085191327, 0.645652969337466], 1]
[[1.3509669217824507, 1.6921260229121717], 1]
[[-0.16667959440392177, 0.6419936392559634], 1]
[[1.5003980880698227, 0.11672470522239342], 1]
[[0.450357150836026, 1.3441151144439465], 1]
[[0.15754573507850878, -0.36905823581827546], 1]
[[1.9561003257208465, 0.6933412245099466], 1]
[[1.6100688152633555, 1.5053755779005784], 1]
[[1.4963040975935964, 1.901552358790727], 1]
[[-0.6033494109184332, 0.6957065336693472], 1]
[[0.4586485854072193, -0.015038336287330756], 1]
[[1.277915523298724, 1.2278140669544033], 1]
[[0.48349453389580777, -0.030720296564535565], 1]
[[0.3311560650607613, 1.369861410741224], 1]
[[1.726873691230336, 2.5786837596670775], 1]
[[1.2566433906627765, 0.7666589921137814], 1]
[[0.7689476140590341, 1.2823299035360698], 1]
[[0.5307005617492164, 0.5422673527328126], 1]
[[0.7523858502181924, -0.06030658877570816], 1]
[[-0.637995695241713, 2.0327710870971893], 1]
[[0.849836207309277, 1.145094123651226], 1]
